종류,규칙,답변
질병,폐동맥협착증," 증상] : 가벼운 경우에는 쉽게 피곤해지는 정도지만 중증인 경우에는 호흡곤란이나 심한 기침, 부종 등이 생기고 심부전으로 사망하기도 한다.@ 원인] : 우심실의 출구가 좁아진 상태이기 때문에 혈액의 흐름이 나빠지고 우심실이 비대해져 순환부전이 일어난다.@ 케어방법] : 경도인 경우에는 증상을 완화시키는 치료를 하면서 상태를 살펴볼 수 있지만 심해지면 전문가에게 수술을 받아야 한다."
질병,심실심방중격결손증|심실중격결손증|심방중격결손증," 증상] : 정도가 가벼우면 정상적인 개와 별 차이 없이 무증상으로 성장하지만 심실에 구멍이 뚫려 있는 경우에는 금방 피곤해지고 기침, 호흡곤란, 구토 등의 증상이 나타나며 몸이 자라지 않기도 한다. 심방의 경우에는 심장사상충에 감염되었다면 주의해야 한다.@ 원인] : 여분의 혈액이 우심실, 좌심방으로 흘러들어가 심장에 부담을 주기 때문이다.@ 케어방법] : 무증상인 경우에는 특별히 치료할 필요가 없지만, 중증인 경우에는 증상에 따른 치료를 하면 되는데 간혹 꼭 수술을 해야 하는 경우도 있다."
질병,부정맥," 증상] : 경도인 경우에는 쉽게 피곤해지거나 호흡이 거칠어지는 정도지만, 심해지면 입술 등의 점막이 보라색이 되는 청색증을 일으키거나 실신하기도 한다.@ 원인] : 심장병이나 감염증 등 원인은 다양한데 심장 장애가 일어나는 부위에 따라 부정맥의 타입도 분류할 수 있다.@ 케어방법] : 원인이 되는 질병을 치료한다. 증상이 가벼운 경우에는 항부정맥제 등을 쓰면 되지만, 긴급히 치료해야 하는 경우도 있다."
질병,빈혈," 증상] : 산소를 운반하는 적혈구가 줄어 몸속의 산소가 부족하기 때문에 쉽게 피곤해지고 식욕이 사라지며 운동을 싫어하게 된다. 안구 점막이나 잇몸 색이 살짝 하얘지거나, 피부나 점막이 노랗게 되는 황달 증상이 나타나기도 한다. 소변 색이 옅어지거나 간혹 피가 섞인 듯 적갈색이 된다.@ 원인] : 피를 대량으로 흘렸거나 적혈구가 파괴되어 적혈구의 생산이 감소되었을 때 일어난다. 적혈구가 파괴되는 용혈성 빈혈은 파 종류나 살충제, 살서제 등에 의한 중독이 원인이 되기도 한다. 그 외에도 신부전이나 간질환 등의 질병, 기생충이나 바이러스 감염 등 원인이 다양하다.@ 케어방법] : 원인에 따라 치료 방법이 다르다. 컨디션에 따라서는 수액을 맞히고, 중증일 때에는 수혈을 받기도 한다. 용혈성 빈혈은 중독에 의해 발생하는 일도 많기 때문에 개에게 독성이 있는 음식물을 주면 안 되며, 살충제, 세제 등 관리에 신경 써야 한다."
질병,혈소판감소증," 증상] : 입이나 코 등의 점막, 피부 등에 멍 같은 보라색 출혈반이 보인다. 중증인 경우 소변이나 대변에 피가 섞여 나오고 피를 토하거나 코피가 멈추지 않기도 한다. 채혈 뒤에 피가 멈추지 않아서 알게 되는 경우도 있다.@ 원인] : 원래 있던 다른 질병이 원인이 되어 혈소판의 감소가 일어난다. 요독증, 바이러스 감염증, 백혈병, 면역질환, 악성 종양 등으로 발병하는데 원인을 특정할 수 없다.@ 케어방법] : 완치는 불가능하지만 치료에 따라 증상을 완화시킬 수는 있다. 빈혈이 심할 때에는 수혈을 하는 것이 좋지만, 혈액형이 적합하고 혈액을 제공하는 개가 가까이 있어야만 가능하다. 치료는 장기간에 걸쳐 진행되는 경우가 종종 있다."
질병,바베시아증, 증상] : 감염에 의해 적혈구가 파괴되고 빈혈이 심해진다. 발열해서 입술 점막이 새파래지고 소변은 갈색이 된다. 간혹 점막이나 피부가 노랗게 되는 황달이 일어나기도 한다.@ 원인] : 참진드기의 흡혈 과정에서 바베시아 원충이 체내로 들어와 적혈구를 감염시키고 파괴하여 발병한다.@ 케어방법] : 빈혈이나 황달의 치료 외에 항원충제를 투여한다. 재발이 많은 질병이므로 완치시키는 것이 중요하다. 참진드기가 기생하지 않도록 정기적으로 살충제를 주변에 살포하는 것이 예방대책이다.
질병,비염," 증상] : 콧물이나 재채기가 나오는 것은 사람과 똑같다. 증상이 심해지면 점성이 강한 콧물이 나오고 간혹 코피가 나기도 한다. 아파서 코를 발로 문지르거나 바닥에 문지른다. 염증이 번지면 콧구멍이 좁아지기 때문에 숨을 쉬기가 괴로워지고 코 위가 부풀어 오르거나 눈곱이 생기기도 한다.@ 원인] : 대부분 바이러스나 세균, 곰팡이의 일종인 진균에 감염되어 일어난다. 겨울에는 공기가 건조해서 다른 때보다 쉽게 감염된다. 들이마신 작은 물질, 또는 이빨의 염증이 악화되어 비강으로 번지는 종양 등이 원인이 된다. 알레르기도 원인 중 하나로 보고 있다.@ 케어방법] : 항생물질이나 소염제를 투여한다. 원인이 어금니의 치조농루인 경우에는 그것을 치료해야 한다. 이물질에 의한 비염인 경우에는 세정하거나 제거한다. 가정에서는 냉기에 노출되지 않도록 따뜻하게 해주고 콧물이나 눈곱을 닦아 청결히 한다."
질병,부비강염," 증상] : 비염과 마찬가지로 재채기와 콧물이 나온다. 특히 탁한 고름 같은 콧물이 많아지고 호흡이 힘들기 때문에 입을 벌리고 숨을 쉬게 된다. 코 위가 부어 있거나 딱딱하게 부풀어 오르기도 한다.@ 원인] : 비염이 만성화된 경우에 발생하는데, 종양이나 상처가 원인이 되는 경우나 상악의 잇몸이 화농화되어 부비강까지 번지는 경우도 있다.@ 케어방법] : 비염과 마찬가지로 소염제나 항생물질을 투여한다. 심한 경우에는 튜브 등을 통해 부비강을 세정하는 방법도 있다. 코나 이빨 등의 염증은 일찌감치 치료하여 만성화하지 않도록 한다."
질병,인두염," 증상] : 증상이 심하면 기침이 심해지고 목의 통증 때문에 식욕이 없어지기도 한다. 짖으려고 해도 목이 쉬어서 소리가 나오지 않는 경우도 있고, 숨쉬기가 괴로워서 쌔액쌔액 소리를 내기도 한다.@ 원인] : 바이러스나 세균에 의해 발생하는 경우가 많지만 계속 짖다 보니 염증이 발생하는 경우도 종종 있다. 드문 예이기는 하지만 자극성 가스나 열기의 흡입이 원인인 경우도 있다.@케어방법] : 항생물질이나 소염제를 투여한다. 흡입기로 치료하는 경우도 있다. 가정에서는 환기를 자주 시키고 따뜻하게 해준다."
질병,연구개과장증, 증상] : 숨 쉬기를 힘들어하고 야간에 코를 고는 것이 특징이다. 특히 한낮의 고온 때나 흥분했을 때에는 호흡이 빨라지고 쌔액쌔액거리며 괴로운 듯이 보인다. 간혹 연구개가 목을 완전히 막아서 무호흡 증상이 나타나기도 한다.@ 원인] : 선척적으로 연구개가 길어서 목의 입구로 내려가 있기 때문이다.@ 케어방법] : 호흡곤란을 일으키는 경우에는 긴급히 산소흡입하고 소염제를 투여하여 경과를 지켜본다. 근본적으로는 내려간 연구개를 절제하는 수술이 필요하다.
질병,기관허탈," 증상] : 흥분했을 때나 운동할 때 꽤엑꽤엑 거위 울음소리 같은 건조한 기침이 나오는 것이 전형적인 증상이다. 쌕쌕거리는 숨소리를 내고 호흡곤란을 일으키기도 한다. 특히 고온다습한 시기에 많이 발병한다. 심해지면 혀나 잇몸 색이 보라색이 되는 청색증 증상을 일으켜 쓰러지기도 한다.@ 원인] : 기관이 본래의 강도나 탄력을 잃고 눌려 공기가 안을 통과하기 어려워지면서 발생한다. 원인은 선천적인 것으로 보이는데, 비만인 경우나 나이를 먹어도 발생하는 것 같다.@ 케어방법] : 기침을 부드럽게 하기 위한 치료나 호흡곤란, 청색증에 대한 처치를 한다. 경우에 따라서는 기관을 확장하는 정형수술이 필요하다. 가정에서는 특히 여름에는 집안이 너무 덥지 않게 신경 쓰고 가능한 안정을 유지시킨다. 소형견이나 단두종에게 많은 질병이므로 그런 견종들은 비만을 개선해야 한다."
질병,기관지염," 증상] : 건조한 기침이 특징이며, 뭔가가 목을 막고 있거나 걸려 있어 토할 듯한 모습을 보인다. 콧물이나 열이 나는 경우도 있고 식욕이 감퇴한다. 기침이 심해지면 거품 상태의 점액을 구토하기도 한다.@ 원인] : 바이러스나 세균, 진균 등에 감염되어 발생한다. 드물지만 자극성 가스나 먼지, 화학약품 등의 흡입이 원인이 되는 경우도 있다.@ 케어방법] : 항생물질 외에 진해제, 거담제, 소염제 등을 투여한다. 필요에 따라 흡입요법을 하는 경우도 있다. 가정에서는 산책이나 운동은 피하고 안정시킨다. 목에 자극을 주지 않도록 보습, 환기에 신경 쓴다."
질병,폐렴," 증상] : 기침이 나오는 일이 많고 하악거리는 괴로운 숨소리를 내기도 한다. 가슴에 귀를 대면 힘들게 쌔액쌔액거리는 건조한 소리가 들리기도 한다. 증상이 심해지면 고열이 나고 호흡이 얕고 빠르게 진행되어 호흡곤란까지 온다. 특히 새끼 등은 순식간에 악화되는 경우가 있으므로 주의해야 한다.@ 원인] : 바이러스나 세균, 진균 또는 기생충 등의 감염에 의해 발생하는 경우가 있다 또 알레르기가 원인이 되거나 드물게는 자극성 가스나 약품을 삼켜서 일어나기도 한다.@ 케어방법] : 항생물질 외에 진핵제, 거담제, 소염제 등을 투여한다. 중증인 경우에는 산소흡입이 필요하다. 가정에서는 안정을 유지시키고, 공기의 환기나 온도에 신경 쓴다."
질병,폐수종," 증상] : 증상이 가벼울 때에는 이따금 기침이 나오는 정도지만 심해지면 밤새 멈추지 않기도 한다. 초기에는 물과 같은 콧물이 나오고 악화되면 피가 섞여 나오기도 한다. 호흡이 괴롭기 때문에 혀나 잇몸이 보라색이 되는 청색증이 나타나거나 목의 정맥에 튀어나와 보이기도 한다. 선 채로 있거나 계속 앉은 자세로 있고 눕기를 싫어한다면 심각한 증상이다.@ 원인] : 폐렴이나 심장질환 등이 원인이다. 세균 감염이나 극도의 스트레스, 급격한 운동 등으로 발병하기도 한다.@ 케어방법] : 호흡을 도와주는 산소흡입이나 폐에 고인 물기를 제거하기 위한 이뇨제 등을 투여한다. 염증이나 심장에 대한 약을 처방하기도 한다. 가정에서는 운동을 제한하고 안정을 유지시킨다. 식사는 염분과 나트륨을 삼간다."
질병,기흉," 증상] : 호흡이 빠르고 얕아져서 괴로워한다. 증상이 심해지면 배로 숨을 쉬고 눕기를 싫어하고 운동도 싫어하고 앞다리를 버티고 움직이는 것을 피하게 된다. 호흡곤란이나, 혀나 입술이 보라색이 되는 청색증 증상이 나타나는 것은 위험한 상태이다.@ 원인] : 교통사고나 다른 개와 싸우다 폐가 손상을 입어서 일어나는 경우가 대부분이지만 원인불명인 경우도 있다.@ 케어방법] : 흉강에 쌓인 공기를 빼거나 산소를 흡입시킨다. 중증인 경우에는 개흉수술이 필요한 경우도 있다."
질병,횡격막헤르니아|헤르니아," 증상] : 사고 등으로 구멍이 뚫린 경우에는 증상이 가벼우면 운동을 싫어하거나 호흡이 거칠어지는 정도지만, 심한 경우에는 눕는 것을 싫어하고 호흡곤란이 오고 쇼크 상태에 빠지기도 한다. 유전적으로 발생하는 경우에는 새끼 때 구토나 설사, 기침, 빠른 호흡 등의 증상이 나타난다.@ 원인] : 교통사고나 낙하 등에 의해 복부를 크게 강타당한 충격으로 발생한다. 사고 후에야 증상이 나타나기도 한다. 유전적인 원인으로는 횡격막에 구멍이 뚫려 있는 경우와 흉강에 장기가 침입해 있는 경우가 있다.@ 케어방법] : 증상이 심한 경우에는 신속하게 수술하여 파열부를 개복해야 한다. 개복하지 않는 경우에도 최종적으로는 수술로 치료하는 것이 일반적이다."
질병,흉막염," 증상] : 열이 나거나 기침이 나오기도 하고 식욕이 저하되며 기운이 없어진다. 증상이 심해져 가슴 내부에 침출액이 쌓이면 호흡곤란이나, 혀나 입술이 보라색이 되는 청색증이 발생해 생명에 지장을 주기도 한다.@ 원인] : 주로 바이러스나 세균 등의 감염에 의해 일어나는데, 외상이나 종양 등에 의해서도 발생하는 등 원인이 다양하다.@ 케어방법] : 침출액이 쌓여 있을 때에는 바늘로 흉강로 찔러 흡인해서 배출시킨다. 그 외의 감염증이라면 항생물질을 투여하는 등 원인을 치료한다."
질병,거대식도증," 증상] : 음식물이나 물이 식도가 확장된 부분에 정체되어 위로 들어가지 않기 때문에 식후 몇 분에서 몇 시간 사이에 토하게 된다. 빈도는 다양하지만 일반적인 구토와 다르게 토할 때 반사적으로 음식물이 튀어나가는 토출이라는 구토증상이다. 음식물의 일부가 폐로 들어가 폐렴을 일으키는 경우도 종종 있다. 호흡곤란이나 발열을 동반하는 경우가 있고 점점 여위어간다.@ 원인] : 유전적인 경우도 많지만 식도의 근육을 움직이는 신경이 다쳐서 발생하기도 한다. 또 식도협착, 중증 근무력증, 전신성 홍반성 낭창 등 다른 질병에 감염되어 일어나는 경우도 있다.@ 케어방법] : 원인인 질병이 있는 경우에는 그것부터 치료한다. 완치가 어렵기 때문에 식사를 주는 방법에 대해 연구해서 토하는 것을 방지하도록 한다. 개를 세운 상태에서 개보다 높은 위치에서 유동식을 급여하고 가능한 식후에도 서 있는 상태를 유지시켜 음식물이 중력으로 식도를 이동하게 한다."
질병,식도내이물," 증상] : 침이 흐르고 식도에서 더 이상 진행하지 못한 소화되지 않은 음식물을 토해낸다. 식욕부진을 일으키고 기운이 없어지지만 막히는 정도가 그리 심하지 않은 경우에는 발견이 늦어지기도 한다.@ 원인] : 식도를 막는 이물 중에 많이 발견되는 것은 뼈나 살코기 덩어리이다. 대형견은 골프공이나 구운 닭꼬치를 꼬지째 통째로 삼킨 예도 있고, 그 밖에 장난감이나 사용하고 버린 라이터, 낚싯대 등 다양한 보고가 있다. 식도는 가슴의 입구, 심장 부근, 위와 이어지는 세 곳이 좁아서 쉽게 막힐 수 있다.@ 케어방법] : 이물질을 제거한다. 내시경을 삽입해 끄집어낸다. 식도절개는 가슴을 개복해야 하는 힘든 수술이므로 이물질을 위 속으로 밀어 넣을 수 있다면 위를 절개해서 꺼내는 방법을 선택한다. 특히 새끼 때에는 급여하는 내용물에 신경 써야 한다."
질병,급성위염," 증상] : 반복적으로 구토한다. 간혹 피가 섞여 있는 경우도 있고 토할 것이 없는데도 토하는 동작을 반복하는 경우도 있다. 물을 자주 마시고 다시 구토하는 경우가 있는데 그 결과 탈수증상을 일으킨다.@ 원인] : 상한 음식이나 불결한 물, 독성이 있는 물질을 섭취했을 때 발생한다. 또 풀이나 나무, 쓰레기 등의 이물질, 급성 전염병이나 기생충 등에 의해서 증상이 나타나기도 한다. 스트레스가 원인인 경우도 있어 보인다.@ 케어방법] : 증상이 가벼운 경우에는 하루 동안 식사를 제한하면 곧 회복된다. 이물질을 삼킨 경우에는 토해내게 해야 하는데 토해내지 않는다면 수술이 필요하다. 탈수증상이 있을 때에는 수액치료 등을 병행한다. 구토나 설사가 가라앉은 후에는 미지근한 물부터 주고 식사는 소화가 잘 되는 유동식을 준비한다."
질병,만성위염," 증상] : 매일이라고는 할 수 없지만 몇 주에 걸쳐 이따금 토하거나 식욕이 부진해서 마르는 것이 일반적인 증상이다. 구토는 식사와 상관없이 일어나고, 위점막이 짓무르거나 하면 피를 토하거나 변이 타르처럼 검은 경우도 있다.@ 원인] : 원인을 정확히 특정할 수 없는 것이 많다. 음식물 알레르기나 유독물질, 병원체 등에 의해 위가 만성적으로 자극을 받아서 일어나는 것으로 보인다.@ 케어방법] : 원인이 확실하다면 그것부터 치료를 하고, 원인이 확실하지 않을 때에는 증상을 완화시키기 위해서 점막을 보호하는 약이나 구토를 멈추게 하는 약, 항생물질 등을 투여하고 식사요법을 병행하는 것이 일반적이다. 가정에서는 소화가 잘되는 식사를 조금씩 여러 차례에 나눠서 급여한다."
질병,위확장과위염전|위확장|위염전," 증상] : 복부가 부풀어 올라 가라앉지 않고 고통스러워 보인다. 이따금 구토나 트림을 하고 침을 대량으로 흘리기도 한다. 또 위가 꼬인 위염전의 경우에는 토하려고 해도 토하지 못하고 침만 흘리면서 괴로워한다. 심한 통증 때문에 쇼크 상태에 빠지기도 한다.@ 원인] : 새끼가 과식했을 때나 성견이나 노견이 걸신들린 듯이 먹다가 위에 가스가 발생하고, 액체가 쌓여서 위가 빵빵해져 붓고 위확장이 된다. 이 상태에서 심한 운동 등을 하면 위가 꼬여서 위염전이 된다.@ 케어방법] : 위확장만 있는 경우에는 위 속의 가스를 제거하고 위를 세척한다. 위염전인 경우에는 신속하게 개복수술을 해야 한다. 위염전은 발견이 늦으면 대부분 사망하는 심각한 질병이다. 치료 후에는 일정 기간 동안 절식한다. 재발 방지를 위해 과식으로 위에 부담을 주지 않도록 식사는 소량으로 여러 차례에 나눠서 먹이고 식후에 물을 많이 먹지 못하게 한다. 또한 식후에 바로 운동을 하지 않게 한다."
질병,출혈성위장염," 증상] : 악취가 나는 잼 같은 암적색 피가 섞인 변이 나온다. 구토를 하거나 피를 토하며 탈수증상을 일으키거나 호흡이나 심박이 빨라져서 쇼크 증상을 일으킬 수가 있다. 슈나우저나 닥스훈트, 토이 푸들, 말티즈 등의 소형견에게서 발병하는 경향이 크다.@ 원인] : 파보바이러스 감염증과 같은 감염증 외에도 확실한 원인이 알려지지 않은 출혈성 위장염도 있으며 건강하게 보이는 개에게 갑자기 일어난다. 대부분 소형견들에게 발병한다.@ 케어방법] : 탈수가 심하면 수액을 맞히고, 쇼크 증상이 있다면 그에 상응하는 치료를 한다. 구토나 설사가 없는 경우에는 식사와 물을 제한하고 세균의 2차 감염을 막기 위해서 항생물질 등을 투여한다."
질병,대장염," 증상] : 수분을 흡수하는 대장에 염증이 번지기 때문에 장성 설사는 수분이 많아지고 선혈이나 점액이 섞인다. 탈수증상을 일으키기도 한다.@ 원인] : 바이러스나 세균, 기생충 감염, 식사, 약물, 스트레스 등 다양한 원인으로 인해 장에 염증이 발생한다.@ 케어방법] : 반나절에서 하루 정도 절식을 시켜 장을 쉬게 한다. 탈수증상이 심할 때에는 수액을 맞히거나 장 점막을 보호할 수 있도록 지사제를 투여한다. 원인이 되는 바이러스 감염증은 백신 접종으로 예방할 수 있다. 효과적으로 기생충을 예방하기 위해서는 정기적으로 분변검사를 해야 한다."
질병,흡수불량증후군," 증상] : 심해질 때까지는 기운도 있고 흡수하지 못하는 영양분을 보충하려고 하기 때문에 오히려 식욕이 왕성하기도 한데, 영양소의 대부분이 배설되기 때문에 변은 평소와 다른 상태가 계속된다. 곧이어 설사를 일으키게 되고 체중이 감소한다. 변이 부드럽고 기름기가 많이 섞여 나온다.@ 원인] : 소장의 점막에 이상이 있는 경우, 위장염이나 종양 등에 의해 점막에 상처가 난 경우, 장림프관의 확장증 등 다양한 원인이 있다.@ 케어방법] : 원인이 되는 질병이 다양하므로 원인부터 밝혀 치료한다. 식사요법을 중심으로 하고 탈수증상이 심할 때에는 수액을 맞힌다."
질병,장폐색," 증상] : 음식물이 역류해서 심하게 구토를 하고 장이 확장되어 통증도 생긴다. 식욕이나 기운이 없어지고 설사를 일으키기도 한다. 장이 완전히 막혀버리면 복통이 심해지고, 체내에서의 수분대사도 저하되어 신장장애나 쇼크 증상 등 더 심각한 증상이 나타난다.@ 원인] : 돌이나 구슬 같은 장난감이나 이물질을 삼켜서 장이 막히는 케이스가 많다. 작은 돌멩이나 비닐, 실뭉치 등이 조금씩 쌓여서 막히는 경우도 있다. 또 종양이나 장염, 장염전, 장중적 등의 질병이 원인일 수도 있다.@ 케어방법] : 탈수증상이나 쇼크 증상을 치료로 가라앉히고 상태가 안정된 후에는 한시라도 빨리 개복수술을 해야 한다. 치료 후에는 일정 기간 절식시킨 후 수분보급, 유동식 순으로 급여한다."
질병,급성간염," 증상] : 구토나 설사를 일으키고 식욕이나 기운이 없어진다. 중증인 경우에는 눈이나 입이나 피부색이 노랗게 되는 황달이나 경련, 근력이 떨어져 비틀거리는 등의 증상이 나타난다. 의식이 혼탁해지거나 혼수상태가 되는 등의 신경증상이 나타나기도 한다. 만성 간염에서는 눈에 띄는 증상이 나타나지 않다가 질병이 상당히 진행된 후에야 배에 복수가 차거나 마르는 등의 증상을 보여 알게 되는 경우가 많다.@ 원인] : 동, 비소, 수은, 클로로포름 등의 중독 외에 진통제, 마취제, 이뇨제 등의 약물이 원인이 되기도 한다. 또 바이러스나 진균에 의해 감염성 간염, 기생충성 간염 등 다양한 원인이 알려져 있다.@ 케어방법] : 수액을 맞히거나 해독제를 투여해서 응급처치를 한 후 충분한 휴식과 영양을 공급해 간 기능 회복을 촉진시킨다. 평소 고지방 식단을 피하고 양질의 단백질로 구성된 처방식을 주는 것이 좋다."
질병,췌염," 증상] : 식욕부진으로 구토와 설사를 반복한다. 설사는 출혈성인 경우도 있다. 중증인 경우에는 격통 때문에 쇼크 증상을 일으켜 사망에 이르기도 한다. 또 만성 췌염에서는 증상이 크게 나타나기 전에 질병이 진행된다.@ 원인] : 고지방에 치우친 식사를 원인 중 하나로 보고 있다. 또 비만인 개도 쉽게 발병하는 경향이 있다. 그 외에 약물이나 감염, 외상, 바이러스나 기생충 등 많은 원인이 있다.@ 케어방법] : 단기간 절식을 시켜 췌장의 기능을 억제한다. 소화효소를 저해하는 약이나 진통제를 투여한다. 회복한 후에는 지방분이 많은 식사는 반드시 피해야 한다. 또 비만이 되지 않도록 주의하는 것도 중요하다."
질병,췌외분비부전, 증상] : 항상 허겁지겁 많이 먹는데도 불구하고 체중이 늘지 않고 마른다. 악취가 나는 지방성 변을 다량으로 보는 것도 특징이다. 설사도 자주 일으킨다.@ 원인] : 췌염 등의 원인으로 소화효소 분비가 부족하기 때문에 췌장에서 효소를 받아들이는 소장은 영양을 흡수하지 못하게 된다. 최근에는 바이러스 등을 공격하는 면역이 자신의 조직을 공격하게 되는 자기면역질환으로 보고 있다.@ 케어방법] : 소화효소를 투여해서 보급하고 비타민 보충제 등으로 영양의 밸런스를 맞춰준다. 항생물질이나 스테로이드제를 처방하는 경우도 있다. 식사는 저지방으로 소화하기 쉬운 것을 조금씩 급여하도록 한다. 개가 과식을 하지 않도록 신경 쓴다.
질병,항문낭염," 증상] : 항문부위를 바닥에 끌거나 핥는다. 심하면 염증 때문에 항문낭이 붓고, 배변 시 통증 때문에 비명을 지르기도 한다.@ 원인] : 세균감염에 의해 항문낭이 염증을 일으킨다. 파열되어 분비물과 함께 고름이나 피가 나오는 경우도 있다.@ 케어방법] : 항문낭에서 쌓여 있는 분비물을 손으로 짜낸다. 곪은 경우에는 항생물질을 투여한다. 분비물을 축적하는 속도(일수)는 개체 차이가 있다. 분비물이 잘 쌓이는 개의 경우 동물병원에서 지도를 받으면 가정에서도 짜내는 처치가 가능하지만, 심한 악취가 있어 의복 등에 묻으면 빠지지 않으므로 주의해야 한다. 빈번히 반복되는 경우나 심하게 쌓여서 손으로 짜내도 배출하지 못하는 경우에는 항문낭을 제거하는 방법도 있다."
질병,항문주위염항문주위루, 증상] : 가려움이나 통증 등의 불쾌감 때문에 항문 주변을 핥거나 깨물어서 염증이 일어난다. 배변을 힘들어 한다. 항문주위루에서는 배변 시 출혈이나 농상의 분비물이 보인다.@ 원인] : 항문 주위의 항문선에 생긴 염증 때문에 개가 가려움이나 통증을 느끼고 그것을 핥거나 깨물면 항문주위염이 일어난다. 항문주위루는 항문선이 감염되면서 화농화되는 것으로 보인다.@ 케어방법] : 항문주위염은 외용약과 내복약을 병용하여 치료한다. 항문주위루는 누관을 만드는 조직이나 화농이 되어 있는 층을 수술로 제거한다. 예방을 위해서 항문 주위는 언제나 청결하도록 신경써준다.
질병,회음헤르니아," 증상] : 항문 한쪽 또는 양쪽이 크게 부풀어 오른다. 방광을 압박해서 배뇨가 곤란해지거나 튀어나온 직장이 굴곡져 있기 때문에 변의 이동이 부드럽지 않아 변비에 걸린다.@ 원인] : 나이가 들면서 근력이 약해지거나 호르몬의 불균형, 만성 변비, 전립선 비대 등이 원인으로 보인다.@ 케어방법] : 수술로 직장을 원래의 위치로 돌려놓고 탈출한 부위의 근육을 꿰맨다. 증상이 가벼우면 식이요법이나 변을 부드럽게 하는 약을 투여한다. 전립선 비대가 원인인 경우에는 중성화 수술을 하면 예방할 수 있다."
질병,소화기종양," 증상] : 질병이 상당히 진행될 때까지 증상이 나타나지 않는 경우도 많고 종양이 생긴 위치에 따라 증상이 다양하다. 일반적으로는 기운이 없어지고 체중이 감소하며 구토나 설사를 하고 배가 부풀어 오르는 등의 증상이 나타난다.@ 원인] : 유전에 후천적인 요소가 더해져 발병한다.@ 케어방법] : 수술로 제거하거나 방사선 요법이나 항암제, 면역요법 등도 시도해볼 수 있다. 조기발견이 중요해서 빨리 치료하면 나을 확률이 크다. 위암이나 간장암은 꽤 커진 후에야 발견되는 경우가 많은데, CT나 MRI 등 사람과 마찬가지로 영상진단이 보급됨에 따라 복강 내의 종양을 조기 발견할 확률이 늘고 있다."
질병,급성신부전," 증상] : 갑자기 기운이나 식욕이 완전히 사라진다. 이렇게 되기 전까지 다음, 다뇨 등의 증상을 보이다가 소변양이 적어지고, 어느 순간 전혀 나오지 않게 된다. 구토, 설사 등의 증상이 나타나고, 입이 바싹 마를 정도로 심한 탈수증상을 보이기도 한다. 체내에 독소가 쌓이면 요독증을 일으키고 경련 등의 신경증상이 나타난다. 사망률이 높고 만성 신부전으로 차츰 전이된다.@ 원인] : 급성 신부전은 원인이 어디에 있는지에 따라서 신전성, 신성, 신후성으로 나눌 수 있다. 신전성은 심장의 질병 등이 원인이 되어 신장으로 가는 혈액의 양이 줄어들어 발병한다. 신성은 신장 자체에 장애가 있는 타입으로 독성을 섭취하거나 외상, 감염증, 종양 등 다양한 원인이 있다. 신후성은 신장보다 뒤에 있는 기관인 방광이나 요도에 결석 등이 생겨 소변이 제대로 배설되지 못해서 발생한다.@ 케어방법] : 한시라도 빨리 병원으로 데려가야 한다. 병원에서는 긴급한 구급조치를 할 수 있다. 탈수증상을 일으키는 경우에는 수액을 맞히고, 결석이 원인인 경우에는 수술로 제거한다. 독극물이 원인일 때에는 토하게 하거나 중독에 대응하는 치료를 하여 신장에 가해지는 데미지를 줄여준다. 감염증일 때에는 항생물질 등의 약물 투여를 하는데, 신장에 부담이 적은 약제를 선택하는 것이 좋다. 증상이 안정된 뒤에도 만성이 되지 않도록 충분한 치료가 필요하다."
질병,만성신부전," 증상] : 수년에 걸쳐 질병이 진행되어 확실한 증상이 나타날 때까지 시간이 걸린다. 색이 옅은 소변을 다량으로 보게 되고(다뇨), 수분을 보충하기 위해서 다량의 물을 마시게(다음) 된다. 차츰 식욕이 저하되고 모질이 나빠지며 마르기 시작한다. 이따금 구토를 하거나 빈혈을 일으키기도 한다. 나른해 보이고 기운이 없으며 말기에는 경련이나 혼수상태 등의 증상이 엿보이기도 한다.@ 원인] : 원인은 혈액을 여과시키는 사구체의 염증, 선천적인 염증 등 다양하다. 급성 신부전이 이행하는 경우도 있다.@ 케어방법] : 일단 나빠진 신장의 기능은 다시 회복되지 않고 계속 악화되기 때문에 치료는 최대한 증상을 완화시키는 것이 목적이다. 식사요법이나 약물 투여, 수액 등의 증상에 맞게 치료한다. 사람에게 실시하고 있는 인공투석이나 신장이식은 일부 특별한 시설에서만 가능하고 아직 일반적이지 않다. 장관 내에서 독소를 흡수하는 작용을 하는 카본계 내복약이나 신장병 전용 치료식을 주거나, 단백질이나 인, 나트륨을 삼간 식사요법으로 조금이라도 진행을 늦추고 좋은 상태를 유지시키는 예도 적지 않다."
질병,요독증," 증상] : 기운, 식욕이 없어지고 구토나 설사, 빈혈 등을 일으킨다. 암모니아 냄새가 섞인 구취가 나는 경우도 있다. 체중 감소와 함께 모질이 나빠지고 빈혈, 부정맥, 경련, 혼수상태 등 다양한 증상이 나타난다.@ 원인] : 신부전증이 진행되면서 체내에 독소가 축적되어 일어난다.@ 케어방법] : 수액을 맞히는 동시에 약물요법, 식사요법을 병행한다."
